Name,Image URL,Reviews,Type,Address,Phone Number,Opening Hours,Restaurant Page Link,Delivery Link
סולטן איברהים - Sultan Ibrahim,https://images.rest.co.il/Customers/80358192/e0eaa9c869d64b69a5a6e49afb00feb1_56.jpg,2 חוות דעת,מסעדת דגים,"עולי ציון 20, יפו, תל אביב | אנחנו פתוחים!",053-2785000,אנחנו פתוחים!,https://www.rest.co.il/rest/80358192/,No delivery link
פבריקה פיצה - Fabrica,https://images.rest.co.il/Customers/80322377/b795f92d4f9b4708bf5fbbf8a91d26b3_56.png,6 חוות דעת,פיצריות | מחיר ₪₪₪₪,"הרצל 203, רחובות | אנחנו פתוחים!",053-6113733,אנחנו פתוחים!,https://www.rest.co.il/rest/80322377/,https://www.mishlohim.co.il/menu/9642/
קלאטה 15 - calata 15,https://images.rest.co.il/Customers/80321200/69aeee7112f74ecbafac2178b444b9f2_56.jpg,18 חוות דעת,"מסעדה איטלקית, שף","מדינת היהודים 89, הרצליה פיתוח | אנחנו פתוחים!",053-6389543,אנחנו פתוחים!,https://www.rest.co.il/rest/80321200/,No delivery link
צ'אנג בה - Chang Ba,https://images.rest.co.il/Customers/80311087/f8f5786f1ff8430e995e66f09287e515_56.jpg,6 חוות דעת,מסעדה תאילנדית,"התמר 1, יקנעם | אנחנו פתוחים!",053-9415956,אנחנו פתוחים!,https://www.rest.co.il/rest/80311087/,No delivery link
קפה אופטימי - Italian & Israeli kitchen,https://images.rest.co.il/Customers/5396500/a110b3a3eafc480b86c26b0856e2cc88_56.jpg,74 חוות דעת,מסעדה איטלקית,אילת | אנחנו פתוחים!,053-9441797,אנחנו פתוחים!,https://www.rest.co.il/rest/5396500/,No delivery link
סורנטו - Sorento,https://images.rest.co.il/Customers/80185893/9b71a24d4db247329b4f6b301b51d3b9_56.png,88 חוות דעת,"מסעדה איטלקית, שף | כשר","ברשבסקי 8, ראשון לציון | אנחנו פתוחים!",053-9365863,אנחנו פתוחים!,https://www.rest.co.il/rest/80185893/,No delivery link
מלה בר - Mala Bar,https://images.rest.co.il/Customers/80309998/d42263258a914e92a4853f32ccfd6406_56.jpg,No reviews,מסעדת בשרים | מחיר ₪₪₪₪,"עין כרם 76, ירושלים | תיפתח היום בשעה 18:00",053-9438604,תיפתח היום בשעה 18:00,https://www.rest.co.il/rest/80309998/,No delivery link
אנג'לינה פיצה ופסטה - ANGELINA,https://images.rest.co.il/Customers/80105850/645a162941fd49b38415266b39b4e066_56.jpg,39 חוות דעת,מסעדה איטלקית | כשר | מחיר ₪₪₪₪,אילת | תיפתח היום בשעה 18:00,053-9443494,תיפתח היום בשעה 18:00,https://www.rest.co.il/rest/80105850/,No delivery link
שיטאקי שיטאקי,https://images.rest.co.il/Customers/80209721/5ffbb7cce78d4249a90047f6c60ef17c_56.jpg,2 חוות דעת,מסעדה אסייאתית | כשר | מחיר ₪₪₪₪,"ירושלים 53, צפת | אנחנו פתוחים!",053-9374358,אנחנו פתוחים!,https://www.rest.co.il/rest/80209721/,https://www.mishlohim.co.il/menu/7400/
שרימפס האוס - Shrimps House,https://images.rest.co.il/Customers/80188347/76c95bd7ede84efe93017deffcb481ab_56.jpg,29 חוות דעת,מסעדת דגים,"שד' ההגנה 105, חיפה | אנחנו פתוחים!",053-9426864,אנחנו פתוחים!,https://www.rest.co.il/rest/80188347/,No delivery link
המבשלה,https://images.rest.co.il/Customers/80287487/856556c097384eee8557eac9426c8470_56.jpg,23 חוות דעת,"מסעדת בשרים, שף","האורגים 2, אילת | אנחנו פתוחים!",053-4293499,אנחנו פתוחים!,https://www.rest.co.il/rest/80287487/,https://www.mishlohim.co.il/menu/11577/
סמי בכיכר,https://images.rest.co.il/Customers/80242497/387319c2418245ee9298cd9f8787cb3a_56.jpg,7 חוות דעת,מסעדת בשרים | כשר | מחיר ₪₪₪₪,"עוזיאל 7, חדרה | אנחנו פתוחים!",053-4275129,אנחנו פתוחים!,https://www.rest.co.il/rest/80242497/,No delivery link
קפה בגולף - cafe bagolf,https://images.rest.co.il/Customers/80306005/5d55904c8aa04f16b4e6800c86ed1eb9_56.jpg,10 חוות דעת,בתי קפה,"שד' רוטשילד 1, קיסריה | אנחנו פתוחים!",053-9376353,אנחנו פתוחים!,https://www.rest.co.il/rest/80306005/,No delivery link
"""המסעדה היהודית""",https://images.rest.co.il/Customers/70340690/93c79188c7814c6087cc35a79291081c_56.jpg,16 חוות דעת,"ביסטרו, שף","מצדה (כנרת) 4, בני ברק | אנחנו פתוחים!",053-9439620,אנחנו פתוחים!,https://www.rest.co.il/rest/70340690/,No delivery link
מקום של בשר,https://images.rest.co.il/Customers/80037158/5edcce5db427420eaab66b2b0b826871_56.gif,187 חוות דעת,מסעדת בשרים | מחיר ₪₪₪₪,"שבזי 64, נווה צדק, תל אביב | אנחנו פתוחים!",053-9444023,אנחנו פתוחים!,https://www.rest.co.il/rest/80037158/,No delivery link
נסיב - Nasib,https://images.rest.co.il/Customers/80158622/5a62933f2565488b90a686eff411e909_56.jpg,13 חוות דעת,מסעדה ערבית,כפר יאסיף | אנחנו פתוחים!,053-6243274,אנחנו פתוחים!,https://www.rest.co.il/rest/80158622/,No delivery link
פטרוזיליה,https://images.rest.co.il/Customers/30362660/a462d9532ba34d55839fbeb7f92207a5_56.jpg,14 חוות דעת,מסעדת בשרים | כשר,"שד' רוטשילד 47, תל אביב | אנחנו פתוחים!",053-9438878,אנחנו פתוחים!,https://www.rest.co.il/rest/30362660/,No delivery link
פז טבעון - אחים עדוי,https://images.rest.co.il/Customers/67753080/7b926e95092b4f52a9910fcaef3c80f4_56.jpg,7 חוות דעת,מסעדה מזרחית | מחיר ₪₪₪₪,"אלונים 2, קריית טבעון | אנחנו פתוחים!",053-9441406,אנחנו פתוחים!,https://www.rest.co.il/rest/67753080/,No delivery link
מסעדת קלקידן - Kalkidan,https://images.rest.co.il/Customers/80309516/3403a6677248490d87626b1518a8a2bc_56.jpg,1 חוות דעת,מסעדה אתיופית | כשר,"הדקלים 99, פרדס חנה-כרכור | אנחנו פתוחים!",053-9416911,אנחנו פתוחים!,https://www.rest.co.il/rest/80309516/,https://www.mishlohim.co.il/menu/10699/
"נייברס רמת חן - Neighbors, אלוף דוד 2",https://images.rest.co.il/Customers/80372712/bdc5bf036b8b406799280a0d38a7fb36_56.jpg,,בתי קפה,"אלוף דוד 2, רמת חן, רמת גן | אנחנו פתוחים!",053-9438358,אנחנו פתוחים!,https://www.rest.co.il/rest/80372712/,No delivery link
"ד""ר שקשוקה",https://images.rest.co.il/Customers/27432500/3c4825763b454cb889ab49f15cfeb8c5_56.jpg,No reviews,מסעדה טריפוליטאית | כשר,"בית אשל 3, יפו, תל אביב | שעות פעילות",053-9444193,שעות פעילות,https://www.rest.co.il/rest/27432500/,No delivery link
רפאלו,https://images.rest.co.il/Customers/80282574/6eff2ce5e31f465db097d8be067f3ee3_56.jpg,12 חוות דעת,מסעדה איטלקית,"אלון עין שמר, פרדס חנה-כרכור | אנחנו פתוחים!",053-9378638,אנחנו פתוחים!,https://www.rest.co.il/rest/80282574/,No delivery link
ביי דה ווי - BUY THE WAY,https://images.rest.co.il/Customers/80049191/96585f6b6ea14de3b604b75a1cd9f2dc_56.jpg,3 חוות דעת,בתי קפה | מחיר ₪₪₪₪,רעננה | אנחנו פתוחים!,053-4254022,אנחנו פתוחים!,https://www.rest.co.il/rest/80049191/,No delivery link
עלאש - מסעדת בשרים,https://images.rest.co.il/Customers/80350369/de1023a9dba7486cbf9add7076f86cb8_56.jpg,3 חוות דעת,מסעדת בשרים | כשר,"שד' הרכס 13, מודיעין והסביבה | אנחנו פתוחים!",053-4411148,אנחנו פתוחים!,https://www.rest.co.il/rest/80350369/,No delivery link
פיצה לה וולה - Pizza La Valle,https://images.rest.co.il/Customers/80371921/ffe1233786fe42908684a0e75eccab49_56.jpg,40 חוות דעת,פיצריות,"הנשיא 1, מרכז מסחרי פרדסיה | אנחנו פתוחים!",055-4338223,אנחנו פתוחים!,https://www.rest.co.il/rest/80371921/,https://www.mishlohim.co.il/menu/13923/
הסושיה,https://images.rest.co.il/Customers/80346706/36b9187e89d54d3382cc8933009e5a8c_56.jpg,102 חוות דעת,מסעדה אסייאתית,"דרך יותם 1, אילת | אנחנו פתוחים!",053-9367163,אנחנו פתוחים!,https://www.rest.co.il/rest/80346706/,https://www.mishlohim.co.il/menu/9186/
בורגרים - Burgerim,https://images.rest.co.il/Customers/80371801/ee889dd2483a43349f8a384ee2a8d806_56.jpg,,מסעדת המבורגרים | כשר,"שד' מנחם בגין 8, עפולה | אנחנו פתוחים!",053-9387870,אנחנו פתוחים!,https://www.rest.co.il/rest/80371801/,https://www.mishlohim.co.il/menu/5721/
זוארס - זוארס,https://images.rest.co.il/Customers/80362442/5d0e212fd23540ca92b0afbe807d648a_56.jpg,,מסעדת בשרים,קריית גת | אנחנו פתוחים!,053-6300881,אנחנו פתוחים!,https://www.rest.co.il/rest/80362442/,https://www.mishlohim.co.il/menu/13532/
גרלה,https://images.rest.co.il/Customers/80344082/f703eb67bf3a439797140ce425f43de3_56.jpg,,מסעדת בשרים | כשר,"שמוטקין 1, ראשון לציון | אנחנו פתוחים!",03-9477986,אנחנו פתוחים!,https://www.rest.co.il/rest/80344082/,No delivery link
טומהוק,https://images.rest.co.il/Customers/80080298/19fae5fba6064a088436f765d6e4c9ec_56.jpg,17 חוות דעת,מסעדת בשרים | כשר | מחיר ₪₪₪₪,רגבה | אנחנו פתוחים!,053-9442444,אנחנו פתוחים!,https://www.rest.co.il/rest/80080298/,No delivery link
סושי ים - Sushi Yam,https://images.rest.co.il/Customers/80375398/3d498e4e443d42c5983043d97ef56116_56.jpg,,מסעדה יפנית,"אוניון 1, אשדוד | תיפתח היום בשעה 17:00",055-4353780,תיפתח היום בשעה 17:00,https://www.rest.co.il/rest/80375398/,No delivery link
בורגר סאלון רגבה,https://images.rest.co.il/Customers/80360643/f17ad7614eb34f31ad6eed8a2e2a39df_56.jpg,12 חוות דעת,מסעדת המבורגרים,רגבה | אנחנו פתוחים!,053-6330623,אנחנו פתוחים!,https://www.rest.co.il/rest/80360643/,https://www.mishlohim.co.il/menu/12690/
ראנץ' האוס,https://images.rest.co.il/Customers/31205990/f6a5367bd0a649ee9a75c91bbbd8cf7c_56.jpg,50 חוות דעת,"מסעדת בשרים, שף | כשר | מחיר ₪₪₪₪","טיילת רויאל ביץ', אילת | תיפתח היום בשעה 18:30",053-9442738,תיפתח היום בשעה 18:30,https://www.rest.co.il/rest/31205990/,No delivery link
קפה & טניס - Cafederer,https://images.rest.co.il/Customers/80375041/6bb9b32fbca64f5e95931c3c775acaf8_56.jpg,,בתי קפה,"שד' בן גוריון 170, נתניה | אנחנו פתוחים!",053-6584771,אנחנו פתוחים!,https://www.rest.co.il/rest/80375041/,No delivery link
רודיס בורגר בר - Rudie's Burger Bar,https://images.rest.co.il/Customers/80335364/38ddb61a22834370aafe58221f0b2d4c_56.jpg,123 חוות דעת,מסעדת המבורגרים | כשר,"זלמן שניאור 16, ראשון לציון | אנחנו פתוחים!",053-7931544,אנחנו פתוחים!,https://www.rest.co.il/rest/80335364/,https://www.mishlohim.co.il/menu/10086/
שמנדריקס,https://images.rest.co.il/Customers/80366130/82c2daffbf184d439375d568fec07092_56.png,,מסעדת בשרים | כשר,קצרין | אנחנו פתוחים!,053-4468546,אנחנו פתוחים!,https://www.rest.co.il/rest/80366130/,https://www.mishlohim.co.il/menu/13648/
הטבעונית - j17,https://images.rest.co.il/Customers/80292989/1aa9eb265a994e41a3fa81ef3d83ffbc_56.jpg,9 חוות דעת,מסעדה טבעונית | כשר,"ירמיהו 17, דיזנגוף, תל אביב | אנחנו פתוחים!",053-9386178,אנחנו פתוחים!,https://www.rest.co.il/rest/80292989/,No delivery link
פיצה עגבניה,https://images.rest.co.il/Customers/80231119/80b882528be843fa91b969551dcd0e68_56.jpg,6 חוות דעת,פיצריות | כשר | מחיר ₪₪₪₪,אילת | אנחנו פתוחים!,053-9384941,אנחנו פתוחים!,https://www.rest.co.il/rest/80231119/,https://www.mishlohim.co.il/menu/9184/
BBB בי בי בי רמת החייל תל אביב - BBB,https://images.rest.co.il/Customers/80283795/f2a80556551e48b98b7856242f671327_56.jpg,No reviews,מסעדת המבורגרים | מחיר ₪₪₪₪,"הברזל 19, רמת החייל, תל אביב | אנחנו פתוחים!",053-9345565,אנחנו פתוחים!,https://www.rest.co.il/rest/80283795/,No delivery link
פטוש - FATTOUSH,https://images.rest.co.il/Customers/80339019/a31ebcc14625486db73dbe5fe436b433_56.jpg,,"הנמל 6, חיפה | תיפתח היום בשעה 16:00",No address available,053-9349518,תיפתח היום בשעה 16:00,https://www.rest.co.il/rest/80339019/,No delivery link
לחם בשר,https://images.rest.co.il/Customers/80241317/aa2e73c471e5462bab4edaf780ef8fd4_56.jpg,59 חוות דעת,מסעדת בשרים | כשר,"השונית 2, מרינה הרצליה | אנחנו פתוחים!",053-4245741,אנחנו פתוחים!,https://www.rest.co.il/rest/80241317/,No delivery link
לוטוס קפה - LOTUS,https://images.rest.co.il/Customers/80376295/a34c67c738394d51967a12ec49316af0_56.jpg,,בתי קפה,ירכא | אנחנו פתוחים!,053-9387264,אנחנו פתוחים!,https://www.rest.co.il/rest/80376295/,No delivery link
G27,https://images.rest.co.il/Customers/80319912/ddf8d76e5cc44d7eaed5493c576addc1_56.jpg,8 חוות דעת,"בתי קפה, שף","גולני 27, רמת חן, רמת גן | אנחנו פתוחים!",053-6111457,אנחנו פתוחים!,https://www.rest.co.il/rest/80319912/,No delivery link
מסעדת לינדה,https://images.rest.co.il/Customers/80332004/4c39573d5e814b05935894d19d372d84_56.jpg,,ביסטרו,"אבא אחימאיר 5, אשקלון | תיפתח היום בשעה 17:00",053-4567784,תיפתח היום בשעה 17:00,https://www.rest.co.il/rest/80332004/,No delivery link
הכרם אירועים,https://images.rest.co.il/Customers/80304856/088ff3badc6d438dab5b4a158c6ad1cd_56.jpg,15 חוות דעת,מקום לאירועים | כשר,"גד מכנס 6, נתניה",053-9443749,No opening hours,https://www.rest.co.il/rest/80304856/,No delivery link
ארץ כנען - Eretz Cnaan,https://images.rest.co.il/Customers/80372161/5cf5559b38ae4613bdb295e53bf35c30_56.jpg,,"מסעדת בשרים, שף | כשר",ראש פינה | אנחנו פתוחים!,053-9348304,אנחנו פתוחים!,https://www.rest.co.il/rest/80372161/,No delivery link
יוליאן מק,https://images.rest.co.il/Customers/80187520/51a89161a9c34f35b8526146b5b26c0f_56.jpg,,פאבים וברים,רמת השופט | תיפתח מחר ב-22:00,053-7933516,תיפתח מחר ב-22:00,https://www.rest.co.il/rest/80187520/,No delivery link
אוריגמי סושי,https://images.rest.co.il/Customers/80366829/73863c8fd2a545a18a0acdf37891648b_56.jpg,,מסעדה אסייאתית,"משה בקר 11, ראשון לציון | אנחנו פתוחים!",053-9380558,אנחנו פתוחים!,https://www.rest.co.il/rest/80366829/,https://www.mishlohim.co.il/menu/7853/
"ג'מס, גבעתיים - Jem's Beer Factory",https://images.rest.co.il/Customers/80322229/6bbc7be6216d41ffb80931604aa7701f_56.jpg,,פאבים וברים,"שיינקין 33, גבעתיים | תיפתח היום בשעה 16:00",053-6209588,תיפתח היום בשעה 16:00,https://www.rest.co.il/rest/80322229/,No delivery link
קסדייה אסנסיו - Quesadillas Ascencio,https://images.rest.co.il/Customers/80305129/a7d6c55dd92e425e83dd2e22b7308247_56.jpg,1 חוות דעת,מסעדה מקסיקנית,"אגריפס 111, מחנה יהודה, ירושלים | אנחנו פתוחים!",053-9372982,אנחנו פתוחים!,https://www.rest.co.il/rest/80305129/,No delivery link
אסאדו דרים,https://images.rest.co.il/Customers/80353996/56f846d644ad4508857aa1e6ecc91091_56.jpg,2 חוות דעת,מסעדת בשרים | כשר,"הבנים 17, טבריה | אנחנו פתוחים!",053-4235336,אנחנו פתוחים!,https://www.rest.co.il/rest/80353996/,https://www.mishlohim.co.il/menu/13347/
אגאדיר - AGADIR,https://images.rest.co.il/Customers/80000242/8ac55b7483dc451fb2694db088da154f_56.jpg,34 חוות דעת,מסעדת המבורגרים | מחיר ₪₪₪₪,"לזרוב 33, ראשון לציון | אנחנו פתוחים!",053-9366268,אנחנו פתוחים!,https://www.rest.co.il/rest/80000242/,https://www.mishlohim.co.il/menu/2772/
